Judul,Tahun,Penulis,Publikasi,Dikutip,Link
Socio Scientific Issue Integrated STEM-PjBL in Teachers' Perspective: Can Its Implementation in Learning Programs Improve Students' Creative Thinking Skills on the Topic of …,2025,"Authors : A Tasyani, K Herlina, C Ertikanto","Jurnal Penelitian Pendidikan IPA 11 (1), 89-98, 2025",0 cited,https://scholar.google.com/scholar?q=+intitle:'Socio Scientific Issue Integrated STEM-PjBL in Teachers' Perspective: Can Its Implementation in Learning Programs Improve Students' Creative Thinking Skills on the Topic of …'
NDVI Analysis And Land Use Change To Support New Rice Field Development Plans In Central Lampung Regency,2025,"Authors : A Ardianto, WA Zakaria, K Murniati, Z Abidin, S Asmara","Mimbar Agribisnis: Jurnal Pemikiran Masyarakat Ilmiah Berwawasan Agribisnis …, 2025",0 cited,https://scholar.google.com/scholar?q=+intitle:'NDVI Analysis And Land Use Change To Support New Rice Field Development Plans In Central Lampung Regency'
Efisiensi Teknis Padi Lahan Kering Hibrida dan Inbrida di Kabupaten Lampung Tengah,2025,"Authors : N Nurhasan, FE Prasmatiwi, K Murniati","Mimbar Agribisnis: Jurnal Pemikiran Masyarakat Ilmiah Berwawasan Agribisnis …, 2025",0 cited,https://scholar.google.com/scholar?q=+intitle:'Efisiensi Teknis Padi Lahan Kering Hibrida dan Inbrida di Kabupaten Lampung Tengah'
"Evaluating Tourism Performance through Tourist Perceptions: A Case Study of Petengoran Mangrove Tourism in Lampung, Indonesia",2025,"Authors : K Murniati, M Riantini, AV Windyata","Jurnal Sylva Lestari 13 (1), 1-20, 2025",0 cited,"https://scholar.google.com/scholar?q=+intitle:'Evaluating Tourism Performance through Tourist Perceptions: A Case Study of Petengoran Mangrove Tourism in Lampung, Indonesia'"
"VALUASI EKONOMI KAWASAN WISATA PANTAI BALI LESTARI DI KABUPATEN SERDANG BEDAGAI, SUMATERA UTARA",2025,"Authors : R Sitohang, K Murniati, S Situmorang","Jurnal Ilmu Ilmu Agribisnis: Journal of Agribusiness Science 13 (1), 26-32, 2025",0 cited,"https://scholar.google.com/scholar?q=+intitle:'VALUASI EKONOMI KAWASAN WISATA PANTAI BALI LESTARI DI KABUPATEN SERDANG BEDAGAI, SUMATERA UTARA'"
PERBEDAAN PENILAIAN PENGUNJUNG KELUARGA DAN NON-KELUARGA TERHADAP ATRIBUT WISATA DAERAH PERBUKITAN DI BANDAR LAMPUNG,2025,"Authors : MD Nurhanif, A Hudoyo, Y Indriani","Jurnal Ilmu Ilmu Agribisnis: Journal of Agribusiness Science 13 (1), 64-71, 2025",0 cited,https://scholar.google.com/scholar?q=+intitle:'PERBEDAAN PENILAIAN PENGUNJUNG KELUARGA DAN NON-KELUARGA TERHADAP ATRIBUT WISATA DAERAH PERBUKITAN DI BANDAR LAMPUNG'
Household food security of women farming group members in city and village during the Covid-19 pandemic in Lampung Province,2025,"Authors : Y Indriani, WD Sayekti, M Riantini, MA Rizkyta, R Setiawan","IOP Conference Series: Earth and Environmental Science 1460 (1), 012054, 2025",0 cited,https://scholar.google.com/scholar?q=+intitle:'Household food security of women farming group members in city and village during the Covid-19 pandemic in Lampung Province'
Sikap Konsumen serta Faktor-faktor yang Memengaruhi Pola Konsumsi dan Pengeluaran Konsumen Produk Olahan Ayam Beku di Kota Metro,2025,"Authors : NA Thooriq, Y Indriani, MI Affandi","Mimbar Agribisnis: Jurnal Pemikiran Masyarakat Ilmiah Berwawasan Agribisnis …, 2025",0 cited,https://scholar.google.com/scholar?q=+intitle:'Sikap Konsumen serta Faktor-faktor yang Memengaruhi Pola Konsumsi dan Pengeluaran Konsumen Produk Olahan Ayam Beku di Kota Metro'
Enhancing Weather Forecasting in Bandar Lampung: A Hybrid SARIMA-LSTM Approach,2025,"Authors : D Kurniasari, AD Salsabila, M Usman, W Warsono","JTAM (Jurnal Teori dan Aplikasi Matematika) 9 (1), 206-220, 2025",0 cited,https://scholar.google.com/scholar?q=+intitle:'Enhancing Weather Forecasting in Bandar Lampung: A Hybrid SARIMA-LSTM Approach'
Modeling Vector Error Correction with Exogeneous (VECMX) Variable for Analyzing Nonstationary Variable Energy Used and Gross Domestic Product (GDP),2025,"Authors : M Usman, E Russel, D Kurniasari, FAM Elfaki","Science and Technology Indonesia 10 (1), 283-293, 2025",0 cited,https://scholar.google.com/scholar?q=+intitle:'Modeling Vector Error Correction with Exogeneous (VECMX) Variable for Analyzing Nonstationary Variable Energy Used and Gross Domestic Product (GDP)'
Transforming Alzheimer’s Disease Diagnosis: Implementing Vision Transformer (ViT) for MRI Images Classification,2025,"Authors : D Kurniasari, MD Pratama, A Junaidi, A Faisol","Journal of Information and Communication Technology 24 (1), 130-152, 2025",0 cited,https://scholar.google.com/scholar?q=+intitle:'Transforming Alzheimer’s Disease Diagnosis: Implementing Vision Transformer (ViT) for MRI Images Classification'
"Determinants of Stunting Severity Among Under‐Fives: Comparison of Agricultural and Nonagricultural Households in South Lampung Regency, Indonesia",2025,"Authors : S Bakri, DA Puspaningrum, KN Berawi, R Zuraida","Advances in Public Health 2025 (1), 7443296, 2025",0 cited,"https://scholar.google.com/scholar?q=+intitle:'Determinants of Stunting Severity Among Under‐Fives: Comparison of Agricultural and Nonagricultural Households in South Lampung Regency, Indonesia'"
EVALUASI KUALITATIF AKURASI DAN KONSISTENSI HASIL VISUALISASI META AI DALAM MENGGAMBARKAN MORFOLOGI INDIVIDU GULMA PADA PERKEBUNAN KOPI DI INDONESIA,2025,"Authors : N Permatasari, P Priyambodo","Jurnal Biogenerasi 10 (1), 635-644, 2025",0 cited,https://scholar.google.com/scholar?q=+intitle:'EVALUASI KUALITATIF AKURASI DAN KONSISTENSI HASIL VISUALISASI META AI DALAM MENGGAMBARKAN MORFOLOGI INDIVIDU GULMA PADA PERKEBUNAN KOPI DI INDONESIA'
Efektivitas Ekoenzim Kulit Pisang Kepok Manado Muda sebagai Insektisida Nabati terhadap Hama Penghisap Buah Kakao (Helopeltis sp.),2025,"Authors : M Agustin, GD Pratami, Priyambodo, R & Agustrina","Biota: Jurnal Ilmiah Ilmu-Ilmu Hayati 10 (1), 80 - 87, 2025",0 cited,https://scholar.google.com/scholar?q=+intitle:'Efektivitas Ekoenzim Kulit Pisang Kepok Manado Muda sebagai Insektisida Nabati terhadap Hama Penghisap Buah Kakao (Helopeltis sp.)'
"Uji Keberhasilan Amplifikasi Gen N-Methyltransferase pada Kopi Robusta di Perkebunan Kopi Rakyat Lembah Gunung Betung, Bogorejo, Lampung",2025,"Authors : S Sandra, EL Rustiati, P Priyambodo, S Wahyuningsih, EA Srihanto, ...","Jurnal Biogenerasi 10 (2), 1021 – 1026, 2025",0 cited,"https://scholar.google.com/scholar?q=+intitle:'Uji Keberhasilan Amplifikasi Gen N-Methyltransferase pada Kopi Robusta di Perkebunan Kopi Rakyat Lembah Gunung Betung, Bogorejo, Lampung'"
Analisis Hasil Amplifikasi Sampel Individu Lebah Tanpa Sengat Berdasarkan Gen COI di Lampung Timur,2025,"Authors : MM Ashari, P Priyambodo, EL Rustiati, GD Pratami, Y Andriyani, ...","Jurnal Biogenerasi 10 (2), 1015 – 1020, 2025",0 cited,https://scholar.google.com/scholar?q=+intitle:'Analisis Hasil Amplifikasi Sampel Individu Lebah Tanpa Sengat Berdasarkan Gen COI di Lampung Timur'
Amplifikasi Gen N-Methyltransferase Kopi Robusta di Perkebunan Kopi Rakyat Wiyono Lampung,2025,"Authors : SW Lestari, EL Rustiati, P Priyambodo, S Wahyuningsih, S Sandra, ...","Jurnal Biogenerasi 10 (2), 1027 – 1033, 2025",0 cited,https://scholar.google.com/scholar?q=+intitle:'Amplifikasi Gen N-Methyltransferase Kopi Robusta di Perkebunan Kopi Rakyat Wiyono Lampung'
AMPLIFIKASI GEN COI PADA SAMPEL LEBAH TANPA SENGAT DI LAMPUNG TENGAH: ANALISIS SECARA KUALITATIF,2025,"Authors : Y Andriyani, P Priyambodo, EL Rustiati, GD Pratami, MM Ashari, ...","Jurnal Biogenerasi 10 (2), 1009 – 1014, 2025",0 cited,https://scholar.google.com/scholar?q=+intitle:'AMPLIFIKASI GEN COI PADA SAMPEL LEBAH TANPA SENGAT DI LAMPUNG TENGAH: ANALISIS SECARA KUALITATIF'
"Microstructures, optical, magnetic properties, and specific absorption rate of novel magnetite/mesoporous silica nanoparticles synthesized using green route for magnetic …",2025,"Authors : ME Saputra, NI Istiqomah, LA Nikhmah, L Rumiyanti, RM Tumbelaka, ...","Colloids and Surfaces A: Physicochemical and Engineering Aspects 704, 135483, 2025",0 cited,"https://scholar.google.com/scholar?q=+intitle:'Microstructures, optical, magnetic properties, and specific absorption rate of novel magnetite/mesoporous silica nanoparticles synthesized using green route for magnetic …'"
Synthesis of rice husk–based–mesoporous silica nanoparticles by facile calcination,2025,"Authors : L Rumiyanti, S Garcia, P Manurung, I Firdaus, C Chotimah, E Suharyadi","Functional Composites and Structures, 2025",0 cited,https://scholar.google.com/scholar?q=+intitle:'Synthesis of rice husk–based–mesoporous silica nanoparticles by facile calcination'
The effectiveness of Liu-Estimator in predicting poverty levels in Indonesia: Comparative study and application of simulation,2025,"Authors : N Herawati, E Silviana, K Nisa, S Saidi","Multidisciplinary Science Journal 7 (4), 2025187-2025187, 2025",0 cited,https://scholar.google.com/scholar?q=+intitle:'The effectiveness of Liu-Estimator in predicting poverty levels in Indonesia: Comparative study and application of simulation'
Upaya MEDIASI Pada Alternatif Penyelesaian Sengketa Dalam Perkara Sengketa Waris Litigasi Di Pengadilan Agama,2025,"Authors : K Nisa, MD Ambarwati","JURNAL ILMIAH NUSANTARA 2 (1), 101-106, 2025",0 cited,https://scholar.google.com/scholar?q=+intitle:'Upaya MEDIASI Pada Alternatif Penyelesaian Sengketa Dalam Perkara Sengketa Waris Litigasi Di Pengadilan Agama'
GREENWASHING DALAM PERSPEKTIF AKUNTANSI LINGKUNGAN: STUDI KUALITATIF TERHADAP PRAKTIK PELAPORAN KEBERLANJUTAN PERUSAHAAN,2025,"Authors : K Nisa, E Sisdianto","JURNAL ILMIAH EKONOMI, MANAJEMEN, BISNIS DAN AKUNTANSI 2 (1), 653-668, 2025",0 cited,https://scholar.google.com/scholar?q=+intitle:'GREENWASHING DALAM PERSPEKTIF AKUNTANSI LINGKUNGAN: STUDI KUALITATIF TERHADAP PRAKTIK PELAPORAN KEBERLANJUTAN PERUSAHAAN'
Estimasi Model Fixed Effect Pada Analisis Regresi Data Panel Dengan Metode Least Square Dummy Variable (LSDV),2025,"Authors : JRN Imani, K Nisa, D Aziz","Sciencestatistics: Journal of Statistics, Probability, and Its Application 3 …, 2025",0 cited,https://scholar.google.com/scholar?q=+intitle:'Estimasi Model Fixed Effect Pada Analisis Regresi Data Panel Dengan Metode Least Square Dummy Variable (LSDV)'
A Case Report: Side Effect Of Linezolid In Pulmonary Rifampicin Resistance Tuberculosis,2025,"Authors : S Mustofa, S Al Karina, GT Putri, H Busman, MA Syakir","Jurnal Ilmu Kedokteran dan Kesehatan 12 (1), 2025",0 cited,https://scholar.google.com/scholar?q=+intitle:'A Case Report: Side Effect Of Linezolid In Pulmonary Rifampicin Resistance Tuberculosis'
A Case Report: Severe Chronic Obstructive Pulmonary Disease (COPD) Exacerbation Due To Community-Acquired Pneumonia (CAP) Infection In Smokers,2025,"Authors : S Mustofa, L Anggraeni, GT Putri, B Kurniawan, AFA Kurnia","Jurnal Ilmu Kedokteran dan Kesehatan 12 (1), 2025",0 cited,https://scholar.google.com/scholar?q=+intitle:'A Case Report: Severe Chronic Obstructive Pulmonary Disease (COPD) Exacerbation Due To Community-Acquired Pneumonia (CAP) Infection In Smokers'
Perkembangan Sosial Emosional Anak Usia Dini Melalui Metode Bernyanyi di Raudhatul Athfal Roihanul Jannah,2025,"Authors : R Rosila, M Mukhlis, SD Harahap","Ta'rim: Jurnal Pendidikan dan Anak Usia Dini 6 (1), 189-196, 2025",0 cited,https://scholar.google.com/scholar?q=+intitle:'Perkembangan Sosial Emosional Anak Usia Dini Melalui Metode Bernyanyi di Raudhatul Athfal Roihanul Jannah'
Penggunaan Metode Eksperimen Berbasis Sains dalam Meningkatkan Kreativitas Anak Usia Dini di RA Roihanul Jannah,2025,"Authors : R Adawiyah, M Mukhlis, Z Zulpina","Ta'rim: Jurnal Pendidikan dan Anak Usia Dini 6 (1), 157-171, 2025",1 cited,https://scholar.google.com/scholar?q=+intitle:'Penggunaan Metode Eksperimen Berbasis Sains dalam Meningkatkan Kreativitas Anak Usia Dini di RA Roihanul Jannah'
Peran Guru dalam Membentuk Karakter Anak Usia Dini,2025,"Authors : N Jadidah, M Mukhlis, R Hidayah, N Fadilah","Ta'rim: Jurnal Pendidikan dan Anak Usia Dini 6 (1), 88-95, 2025",0 cited,https://scholar.google.com/scholar?q=+intitle:'Peran Guru dalam Membentuk Karakter Anak Usia Dini'
Penggunaan Metode Al-Hira'dalam Mempercepat Membaca Al-Qur'an Anak Usia Dini di RA Yaa Bunayya,2025,"Authors : B Melati, M Mukhlis, Z Zulpina","Ta'rim: Jurnal Pendidikan dan Anak Usia Dini 6 (1), 224-233, 2025",0 cited,https://scholar.google.com/scholar?q=+intitle:'Penggunaan Metode Al-Hira'dalam Mempercepat Membaca Al-Qur'an Anak Usia Dini di RA Yaa Bunayya'
ANALISIS KREATIVITAS MAHASISWA PGSD DALAM INTEGRASI MEDIA DIGITAL DENGAN MODEL PROJECT BASED LEARNING,2025,"Authors : NUR ASIA, M MUKHLIS, NUR FADILAH, D DILA, SA LATIEF","ELEMENTARY: Jurnal Inovasi Pendidikan Dasar 5 (1), 23-32, 2025",0 cited,https://scholar.google.com/scholar?q=+intitle:'ANALISIS KREATIVITAS MAHASISWA PGSD DALAM INTEGRASI MEDIA DIGITAL DENGAN MODEL PROJECT BASED LEARNING'
Teacher Trainees' Perceptions of Health Literacy Integration in Classrooms,2025,"Authors : J Sahputri, T Azhari, M Mukhlis","Jurnal Ilmiah Manusia Dan Kesehatan 8 (1), 118-129, 2025",0 cited,https://scholar.google.com/scholar?q=+intitle:'Teacher Trainees' Perceptions of Health Literacy Integration in Classrooms'
"The challenges of digital governance in the Regions: Study in Central Lampung Regency, Indonesia",2025,"Authors : M Mukhlis, S Makhya, Y Yulianto, M Aviv","Journal of Governance and Accountability Studies 5 (1), 33-46, 2025",0 cited,"https://scholar.google.com/scholar?q=+intitle:'The challenges of digital governance in the Regions: Study in Central Lampung Regency, Indonesia'"
"Chemical Profile of The Ethyl Acetate Extract of Aspergillus sydowi, 22-PLP1-F1, as Antibacterial Agent Against Clinically Resistant Strains of Staphylococcus aureus and …",2025,"Authors : A Setiawan, F Setiawan, S Susianti, WA Setiawan, P Ahmadi, R Pangestu, ...","Journal of Multidisciplinary Applied Natural Science 5 (1), 184-199, 2025",0 cited,"https://scholar.google.com/scholar?q=+intitle:'Chemical Profile of The Ethyl Acetate Extract of Aspergillus sydowi, 22-PLP1-F1, as Antibacterial Agent Against Clinically Resistant Strains of Staphylococcus aureus and …'"
Potensi Antikanker Pada Ekstrak Etanol Makroalga Caulerpa racemosa Menggunakan Metode Brine Shrimp Lethality Test (BSLT),2025,"Authors : DA Khasana, EL Widiastuti, N Nurcahyani, A Setiawan, NLGR Juliasih","Journal of Tropical Marine Science 8 (1), 71-78, 2025",0 cited,https://scholar.google.com/scholar?q=+intitle:'Potensi Antikanker Pada Ekstrak Etanol Makroalga Caulerpa racemosa Menggunakan Metode Brine Shrimp Lethality Test (BSLT)'
Arbitrase Internasional: Evaluasi Efektivitasnya sebagai Mekanisme Penyelesaian Sengketa Alternatif,2025,"Authors : R Natamiharja, ODA Panjaitan, I Setiawan","Jurnal Ilmiah Hukum dan Hak Asasi Manusia 4 (2), 83-89, 2025",0 cited,https://scholar.google.com/scholar?q=+intitle:'Arbitrase Internasional: Evaluasi Efektivitasnya sebagai Mekanisme Penyelesaian Sengketa Alternatif'
Resolving Medical Disputes: Lessons from US Arbitration for Indonesia’s Legal Framework,2025,"Authors : M Fakih, R Natamiharja, IMM Mirza, AA Pratama, RZ Oktarlina","Hasanuddin Law Review 11 (1), 148-160, 2025",0 cited,https://scholar.google.com/scholar?q=+intitle:'Resolving Medical Disputes: Lessons from US Arbitration for Indonesia’s Legal Framework'
DESAIN PEMBANGKIT LISTRIK TENAGA SURYA (PLTS) ON-GRID 60 KWP,2025,"Authors : H Gusmedi, RP Putra, AS Samosir","Jurnal Informatika dan Teknik Elektro Terapan 13 (1), 2025",0 cited,https://scholar.google.com/scholar?q=+intitle:'DESAIN PEMBANGKIT LISTRIK TENAGA SURYA (PLTS) ON-GRID 60 KWP'
The anxiety in English for foreign language speaking class: the case of university students in Lampung context,2025,"Authors : H Septiawan, B Setiyadi, M Mahpul, M Sukirlan, K Nisa","Journal of Education and Learning (EduLearn) 19 (1), 362-370, 2025",0 cited,https://scholar.google.com/scholar?q=+intitle:'The anxiety in English for foreign language speaking class: the case of university students in Lampung context'
Hubungan Pengetahuan dengan Pemanfaatan Pos Pembinaan Terpadu Penyakit Tidak Menular (Posbindu PTM),2025,"Authors : LYK Agung, KN Berawi, W Warsono","Jurnal Ilmiah Permas: Jurnal Ilmiah STIKES Kendal 15 (1), 199-206, 2025",0 cited,https://scholar.google.com/scholar?q=+intitle:'Hubungan Pengetahuan dengan Pemanfaatan Pos Pembinaan Terpadu Penyakit Tidak Menular (Posbindu PTM)'
The Nexus of Crowdfunding and e-Wakaf to Islamic Fintech in Indonesia in the Era of Industrial Revolution 5.0,2025,"Authors : H WAHYUDI, CPT TUBARAT, N RODLIYAH, A KUSNADI, SMEI LENY","Journal of Ecohumanism 4 (1), 208-219, 2025",0 cited,https://scholar.google.com/scholar?q=+intitle:'The Nexus of Crowdfunding and e-Wakaf to Islamic Fintech in Indonesia in the Era of Industrial Revolution 5.0'
ANALISIS VEGETASI LAHAN AGROFORESTRI DI TAHURA WAN ABDUL RACHMAN PROVINSI LAMPUNG,2025,"Authors : L Zain, GD Winarno","Jurnal Sylva Scienteae 8 (1), 116-124, 2025",0 cited,https://scholar.google.com/scholar?q=+intitle:'ANALISIS VEGETASI LAHAN AGROFORESTRI DI TAHURA WAN ABDUL RACHMAN PROVINSI LAMPUNG'
ANASILIS PERSEPSI MASYARAKAT TERHADAP PENGEMBANGAN EKOWISATA DI DESA CILIMUS,2025,"Authors : SU Solawiya, GD Winarno, S Surnayanti, S Prayitno, H Harianto","Jurnal Sylva Scienteae 8 (1), 125-133, 2025",0 cited,https://scholar.google.com/scholar?q=+intitle:'ANASILIS PERSEPSI MASYARAKAT TERHADAP PENGEMBANGAN EKOWISATA DI DESA CILIMUS'
Peningkatan Kemampuan Pekerja Peternakan Ayam Petelur dalam Identifikasi Bahaya Potensial dan Masalah Kesehatan,2025,"Authors : DI Angraini, W Febriani, SA Daulay, LK Nisa, RI Ramadhan","ADMA: Jurnal Pengabdian dan Pemberdayaan Masyarakat 5 (2), 361− 374-361− 374, 2025",0 cited,https://scholar.google.com/scholar?q=+intitle:'Peningkatan Kemampuan Pekerja Peternakan Ayam Petelur dalam Identifikasi Bahaya Potensial dan Masalah Kesehatan'
PENEGAKAN HUKUM PIDANA TERHADAP PELAKU TINDAK PIDANAPEREDARAN BAHAN SKINCARE YANG BERBAHAYA,2025,"Authors : F DEWI, M HARTAWAN","FAKULTAS HUKUM, 2025",0 cited,https://scholar.google.com/scholar?q=+intitle:'PENEGAKAN HUKUM PIDANA TERHADAP PELAKU TINDAK PIDANAPEREDARAN BAHAN SKINCARE YANG BERBAHAYA'
